#,Title,Authors,Year,Journal,DOI,Tier,Source
3452,Towards Next-Generation Medical Agent: How o1 is Reshaping Decision-Making in Medical Scenarios,Shaochen Xu; Yifan Zhou; Zhengliang Liu; Zihao Wu; Tianyang Zhong et al.,2024,arXiv (Cornell University),10.48550/arxiv.2411.14461,tier3,openalex
3453,Towards Next-Generation Urban Decision Support Systems through AI-Powered Construction of Scientific Ontology Using Large Language Models—A Case in Optimizing Intermodal Freight Transportation,Jose Tupayachi; Haowen Xu; Olufemi A. Omitaomu; Mustafa Can Camur; Aliza Sharmin et al.,2024,Smart Cities,10.3390/smartcities7050094,,openalex
3454,Towards Transparent Diabetes Prediction: Combining AutoML and Explainable AI for Improved Clinical Insights,Raza Hasan; Vishal Dattana; Salman Mahmood; Saqib Hussain,2024,Information,10.3390/info16010007,tier3,openalex
3455,Towards Transparent Healthcare: Advancing Local Explanation Methods in Explainable Artificial Intelligence,Carlo Metta; Andrea Beretta; Roberto Pellungrini; Salvatore Rinzivillo; Fosca Giannotti,2024,Bioengineering,10.3390/bioengineering11040369,tier1,openalex
3456,Towards a Client-Centered Assessment of LLM Therapists by Client Simulation,Jiashuo Wang; Yang Xiao; Yanran Li; Changhe Song; Chunpu Xu et al.,2024,arXiv.org,10.48550/arxiv.2406.12266,tier2,semantic_scholar
3457,Towards a Personal Health Large Language Model,Justin Cosentino; Anastasiya Belyaeva; Xin Liu; Nicholas A. Furlotte; Zhun Yang et al.,2024,arXiv (Cornell University),10.48550/arxiv.2406.06474,tier3,openalex
3458,Towards a potential paradigm shift in health data collection and analysis: Contemporary challenges of Human-Machine interaction,David Josef Herzog; Nitsa J. Herzog,2024,Metaverse,10.54517/m.v5i1.2690,tier2,openalex
3459,Towards generative digital twins in biomedical research.,Wu J; Koelzer VH,2024,,10.1016/j.csbj.2024.09.030,tier2,europepmc
3460,"Towards objective and systematic evaluation of bias in artificial
  intelligence for medical imaging","Amador, Kimberly; Forkert, Nils D.; Gulve, Vedant; Souza, Raissa; Stanley, Emma A. M. et al.",2024,,10.1093/jamia/ocae165,tier2,core
3461,"Towards the automation of systematic reviews using natural language processing, machine learning, and deep learning: a comprehensive review",Regina Ofori-Boateng; Magaly Aceves‐Martins; Nirmalie Wiratunga; Carlos Francisco Moreno‐García,2024,Artificial Intelligence Review,10.1007/s10462-024-10844-w,tier1,openalex
3462,Tracing Alzheimer’s Genetic Footprints: A Pioneering Longitudinal Study Using Artificial Intelligence to Unravel Mutation- Driven Risks and Progression in Virtual Patients; Part 1 – The APOE genotypes,WR Danter,2024,,10.1101/2024.04.02.24305206,tier2,crossref
3463,"Tracking knowledge evolution, hotspots and future directions of generative artificial intelligence in medicine: A bibliometric and visualized analysis (Preprint)",Peng Wang; Qian Zhang; Wenyu Zhang; L J Wang; Haiyan Zhao et al.,2024,,10.2196/preprints.70258,tier1,openalex
3464,Training GPT as a Standardized Patient,,2024,"Artificial Intelligence and Education. Enhancing Human Capabilities, Protecting Rights, and Fosterin",10.36006/09643-1-12,tier2,crossref
3465,Training in the Field of Artificial Intelligence: Challenges and Opportunities in Health Science Education,Fiona Rivera; Michelle Antonella Sánchez Cedeño,2024,EthAIca,10.56294/ai2024134,tier1,openalex
3466,Transcending Language Barriers: Can ChatGPT Be the Key to Enhancing Multilingual Accessibility in Health Care?,Vaibhav Gulati; Shambo Guha Roy; Ahmed W. Moawad; Daniela Garcia; Aparna Srinivasa Babu et al.,2024,Journal of the American College of Radiology,10.1016/j.jacr.2024.05.009,tier1,openalex
3467,Transesophageal echocardiography: Revolutionizing perioperative cardiac care,Jiuqing Liang; Xiaoyu Ma; Jiuqing Liang,2024,Biomolecules and Biomedicine,10.17305/bb.2024.10847,tier1,openalex
3468,Transformational leadership’s role in shaping Education 4.0 within higher education,Asmah Bohari; Walton Wider; Lester Naces Udang; Leilei Jiang; Jem Cloyd M. Tanucan et al.,2024,Journal of Infrastructure Policy and Development,10.24294/jipd.v8i8.4900,,openalex
3469,"Transformative AI Applications: Promising Value Faster Healthcare Development, Affording Petroleum Deception Suppression, Improving Cybersecurity, and Integrating Humanized Chatgpt for Conversational ",Mohammad Ali,2024,Global journal of universal studies.,10.70445/gjus.1.2.2024.1-20,tier1,openalex
3470,Transformative Applications of ChatGPT: A Comprehensive Review of Its Impact across Industries,Abdul Samad; Ahmad Jamal,2024,Global Journal of Multidisciplinary Sciences and Arts,10.70445/gjmdsa.1.1.2024.26-48,tier1,openalex
3471,"Transformative Horizons in Education: Navigating Challenges, Embracing Innovations, and Shaping Global Landscapes",R. C. Sharma,2024,International Journal of Changes in Education,10.47852/bonviewijce42022702,,semantic_scholar
3472,"Transformative Impacts of Artificial Intelligence (AI) and Extended Reality (XR) on Biomedical Engineering (BME): Innovations, Implications, Challenges, Opportunities",,2024,Journal of Advances in Artificial Intelligence,10.18178/jaai.2024.2.2.149-164,tier2,semantic_scholar
3473,"Transformer Models in Healthcare: A Survey and Thematic Analysis of Potentials, Shortcomings and Risks",Kerstin Denecke; Richard May; Octavio Rivera-Romero,2024,Journal of Medical Systems,10.1007/s10916-024-02043-5,tier1,openalex
3474,Transformer-based active learning for multi-class text annotation and classification.,Afzal M; Hussain J; Abbas A; Hussain M; Attique M et al.,2024,,10.1177/20552076241287357,tier1,europepmc
3475,Transforming Alzheimer's Digital Caregiving through Large Language Models.,Sujin Kim; Dong Y Han; Jihye Bae,2024,Current Alzheimer Research,10.2174/0115672050301740241118044604,tier1,semantic_scholar
3476,"Transforming Applied Medical Sciences: The Impact of AI, VR, and AR on Research, Education Technology, and Clinical Practices",Wasib Bin Latif; Ida Md Yasin; Mohammed Julfikar Ali; Md. Nazrul Islam; Md. Shak Forid,2024,Journal of Angiotherapy,10.25163/angiotherapy.899862,tier3,openalex
3477,Transforming Disease Surveillance through Artificial Intelligence,Purushottam Giri; Manoj Kumar Gupta,2024,Indian Journal of Community Medicine,10.4103/ijcm.ijcm_459_24,tier2,openalex
3478,"Transforming Healthcare Delivery: The Role of Collaborations, Innovations, and Technologies in Addressing the Nursing Shortage",Chizoba I. Anako; Emory L. Perkins; Janice K. Williams,2024,Journal of Comprehensive Nursing Research and Care,10.33790/jcnrc1100199,tier3,openalex
3479,"Transforming Healthcare with AI: Promises, Pitfalls, and Pathways Forward.",Shuaib A,2024,,10.2147/ijgm.s449598,tier1,europepmc
3480,"Transforming Hypertension Diagnosis and Management in The Era of Artificial Intelligence: A 2023 National Heart, Lung, and Blood Institute (NHLBI) Workshop Report",Daichi Shimbo; Rashmee U. Shah; Marwah Abdalla; Ritu Agarwal; Faraz S. Ahmad et al.,2024,Hypertension,10.1161/hypertensionaha.124.22095,tier1,openalex
3481,Transforming Medical Communication Education: The Effectiveness of Generative AI Education Using ChatGPT,Young‐A Ji; G. N. Kim; Ji‐Hyun Seo,2024,Journal of Health Informatics and Statistics,10.21032/jhis.2024.49.4.332,tier3,openalex
3482,Transforming Medical and Dental Curriculum in the era of Artificial Intelligence (AI),Brekhna Jamil,2024,Journal of Gandhara Medical and Dental Science,10.37762/jgmds.11-4.625,tier3,openalex
3483,Transforming Software Testing in the US: Generative AI Models for Realistic User Simulation,Saiful Islam; Md Bari; Ankur Sarkar,2024,Journal of Artificial Intelligence General science (JAIGS) ISSN 3006-4023,10.60087/jaigs.v6i1.292,tier2,openalex
3484,"Transforming Strategy with AI-Augmented Personas for Sustainability, Data Management, Regulatory Frameworks, Healthcare and Compliance",Abhijith Suboyin; D. Sreedeth; Md Motiur Rahman; Sebastián Díaz; J Kannan et al.,2024,,10.2118/222041-ms,tier1,openalex
3485,"Transforming emergency triage: A preliminary, scenario-based cross-sectional study comparing artificial intelligence models and clinical expertise for enhanced accuracy.",Suna Eraybar; Evren Dal; Mevlut Okan Aydin; Maruf Begenen,2024,Bratislavske lekarske listy,10.4149/bll_2024_114,tier2,pubmed
3486,Transforming medical education: the impact of innovations in technology and medical devices.,Levent Altintas; Melike Sahiner,2024,Expert review of medical devices,10.1080/17434440.2024.2400153,tier2,pubmed
3487,Transforming nursing with large language models: from concept to practice.,B. Woo; Tom Huynh; Arthur Tang; Nhat Bui; Giang Nguyen et al.,2024,European Journal of Cardiovascular Nursing,10.1093/eurjcn/zvad120,tier1,semantic_scholar
3488,Transforming simulation in healthcare to enhance interprofessional collaboration leveraging big data analytics and artificial intelligence.,Salman Yousuf Guraya,2024,BMC medical education,10.1186/s12909-024-05916-y,tier3,pubmed
3489,Translating potential improvement in the precision and accuracy of lung nodule measurements on computed tomography scans by software derived from artificial intelligence into impact on clinical practi,Mubarak Patel; Peter Auguste; J. Madan; Hesam Ghiasvand; Julia Geppert et al.,2024,BJR|Artificial Intelligence,10.1093/bjrai/ubae010,tier2,semantic_scholar
3490,Trends in Preoperative Airway Assessment,Ioan Florin Marchis; Matei Florin Negruț; Cristina María Blebea; Mirela Crihan; Alexandru Leonard Alexa et al.,2024,Diagnostics,10.3390/diagnostics14060610,tier1,openalex
3491,Trials and Tribulations: Responses of ChatGPT to Patient Questions About Kidney Transplantation,Jingzhi Xu; Michal Mankowski; Karen B. Vanterpool; Alexandra T. Strauss; Bonnie E. Lonze et al.,2024,Transplantation,10.1097/tp.0000000000005261,tier3,openalex
3492,Trust but Verify: Lessons Learned for the Application of AI to Case-Based Clinical Decision-Making From Postmarketing Drug Safety Assessment at the US Food and Drug Administration.,Ball R; Talal AH; Dang O; Muñoz M; Markatou M,2024,,10.2196/50274,tier1,europepmc
3493,Turn Your Vision into Reality—AI-Powered Pre-operative Outcome Simulation in Rhinoplasty Surgery,Samuel Knoedler; Michael Alfertshofer; S Simon; Adriana C. Panayi; Rakan Saadoun et al.,2024,Aesthetic Plastic Surgery,10.1007/s00266-024-04043-9,tier3,openalex
3494,Twelve tips for addressing ethical concerns in the implementation of artificial intelligence in medical education,Russell D’Souza; Mary Mathew; Vedprakash Mishra; Krishna Mohan Surapaneni,2024,Medical Education Online,10.1080/10872981.2024.2330250,tier1,openalex
3495,Twelve tips on creating and using custom GPTs to enhance health professions education.,Ken Masters; Jennifer Benjamin; Anoop Agrawal; Heather MacNeill; M Tyson Pillow et al.,2024,Medical teacher,10.1080/0142159x.2024.2305365,tier2,pubmed
3496,Two artificial intelligence models underperform on examinations in a veterinary curriculum,Michelle C. Coleman; James N. Moore,2024,Journal of the American Veterinary Medical Association,10.2460/javma.23.12.0666,tier1,openalex
3497,ULUSLARARASI İNŞAAT PROJELERİNDE SİYASİ RİSKLERİN BELİRLENMESİNİ KOLAYLAŞTIRMAK İÇİN DİJİTAL TEKNOLOJİLERİN KULLANILMASI,Beste Özyurt Ersöz,2024,OpenMETU (Middle East Technical University),,,openalex
3498,USE OF ARTIFICIAL INTELLIGENCE IN PROFESSIONAL LANGUAGE TRAINING OF MEDICAL STUDENTS,Z. Yu. Kuznetsov,2024,"PERSONALITY IN A CHANGING WORLD: HEALTH, ADAPTATION, DEVELOPMENT",10.23888/humj202412134-45,tier1,crossref
3499,USER EXPERIENCE (UX) DESIGN IN MEDICAL PRODUCTS: THEORETICAL FOUNDATIONS AND DEVELOPMENT BEST PRACTICES,Babajide Tolulope Familoni; Sodiq Odetunde Babatunde,2024,Engineering Science & Technology Journal,10.51594/estj.v5i3.975,tier3,openalex
3500,Ubie Symptom Checker: A Clinical Vignette Simulation Study,N. Kenji Taylor; Takashi Nishibayashi,2024,,10.1101/2024.08.29.24312810,tier2,openalex
3501,UltraMedical: Building Specialized Generalists in Biomedicine,Kaiyan Zhang; Sihang Zeng; Ermo Hua; Ning Ding; Zhang-Ren Chen et al.,2024,arXiv (Cornell University),10.48550/arxiv.2406.03949,tier1,openalex
3502,Understanding AI in Healthcare: Perspectives of Future Healthcare Professionals.,Sorte SR; Rawekar A; Rathod SB,2024,,10.7759/cureus.66285,tier1,europepmc
3503,Understanding AI’s Role in Endometriosis Patient Education and Evaluating Its Information and Accuracy: Systematic Review,Juliana Almeida Oliveira; Karine Eskandar; Emre Kar; Flávia Ribeiro de Oliveira; Agnaldo Lopes da Silva Filho,2024,JMIR AI,10.2196/64593,tier1,openalex
3504,"Understanding Health Care Students’ Perceptions, Beliefs, and Attitudes Toward AI-Powered Language Models: Cross-Sectional Study",Iván Chérrez-Ojeda; Juan C. Gallardo-Bastidas; Karla Robles‐Velasco; María F. Osorio; Eleonor Vélez-León et al.,2024,JMIR Medical Education,10.2196/51757,tier1,openalex
3505,Understanding New Machine Learning Architectures: Practical Generative Artificial Intelligence for Anesthesiologists.,Connor CW,2024,,10.1097/aln.0000000000004841,tier1,europepmc
3506,Understanding User Behavior for Enhancing Cybersecurity Training with Immersive Gamified Platforms,Nikitha Donekal Chandrashekar; A. Maughan Lee; Mohamed Azab; Denis Gračanin,2024,Information,10.3390/info15120814,,openalex
3507,Understanding and training for the impact of large language models and artificial intelligence in healthcare practice: a narrative review,Liam G. McCoy; Faye Yu Ci Ng; Christopher Sauer; Katelyn Edelwina Yap Legaspi; Bhav Jain et al.,2024,BMC Medical Education,10.1186/s12909-024-06048-z,tier1,openalex
3508,Understanding natural language: Potential application of large language models to ophthalmology,Zefeng Yang; Biao Wang; Fengqi Zhou; Diping Song; Yinhang Zhang et al.,2024,Asia-Pacific Journal of Ophthalmology,10.1016/j.apjo.2024.100085,tier1,openalex
3509,Understanding the Relationship between Prompts and Response Uncertainty in Large Language Models,Z. Zhang; Arun Verma; Finale Doshi‐Velez; Bryan Kian Hsiang Low,2024,arXiv (Cornell University),10.48550/arxiv.2407.14845,tier1,openalex
3510,Understanding the integration of artificial intelligence in healthcare organisations and systems through the NASSS framework: a qualitative study in a leading Canadian academic centre,Hassane Alami; Pascale Lehoux; Chrysanthi Papoutsi; S. E. Shaw; Richard Fleet et al.,2024,BMC Health Services Research,10.1186/s12913-024-11112-x,tier1,openalex
3511,Unfolding Programming: How to Use AI Tools in Introductory Computing Courses,Christian Servin; Nadia V. Karichev; Myshie Pagel,2024,Conference on Information Technology Education,10.1145/3686852.3687073,,semantic_scholar
3512,UniMTS: Unified Pre-training for Motion Time Series,Xiyuan Zhang; Diyan Teng; Ranak Roy Chowdhury; Shuheng Li; Dezhi Hong et al.,2024,arXiv (Cornell University),10.48550/arxiv.2410.19818,tier2,openalex
3513,Unleashing the future: Exploring the transformative prospects of artificial intelligence in veterinary science,Khan Sharun; S. Amitha Banu; Merlin Mamachan; Laith Abualigah; A.M. Pawde et al.,2024,Journal of Experimental Biology and Agricultural Sciences,10.18006/2024.12(3).297.317,tier3,openalex
3514,Unlocking ChatGPT’s potential and challenges in intensive care nursing education and practice: A systematic review with narrative synthesis,Aycan Küçükkaya; Emine Arikan; Polat Göktaş,2024,Nursing Outlook,10.1016/j.outlook.2024.102287,tier1,openalex
